Product,Type,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,Perf_per_Watt
Intel HD Graphics 3000,GPU,32.0,65.0,216.0,1160.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD FirePro S9050,GPU,28.0,225.0,352.0,4313.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.62
NVIDIA GeForce RTX 2080 Mobile,GPU,12.0,150.0,545.0,13600.0,1380.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
NVIDIA GeForce GTX 660 Ti,GPU,28.0,150.0,294.0,3540.0,915.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
ATI Radeon X1650 GTO,GPU,90.0,65.0,150.0,157.0,587.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 7400,GPU,90.0,65.0,81.0,112.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI FireGL V8650,GPU,80.0,65.0,420.0,720.0,688.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 280X,GPU,28.0,250.0,352.0,4313.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Radeon RX 560D,GPU,14.0,65.0,123.0,3000.0,1090.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 255 OEM,GPU,28.0,65.0,123.0,1500.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD FirePro S4000X,GPU,28.0,45.0,123.0,1500.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GeForce 6200 LE,GPU,110.0,65.0,110.0,75.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro M2000M,GPU,28.0,55.0,148.0,1870.0,1029.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
AMD Radeon RX 560X Mobile,GPU,14.0,65.0,123.0,3000.0,1175.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 7600,GPU,90.0,65.0,125.0,177.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 7950 Mac Edition,GPU,28.0,200.0,352.0,4313.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.5725
NVIDIA GeForce 315 OEM,GPU,40.0,33.0,57.0,260.0,589.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA GeForce FX 5600 Ultra,GPU,130.0,65.0,121.0,80.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 800A,GPU,40.0,15.0,79.0,292.0,475.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI FirePro V3750,GPU,55.0,48.0,146.0,514.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,35.71875
NVIDIA GeForce 710M,GPU,28.0,15.0,116.0,585.0,775.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon Pro W5700X,GPU,7.0,205.0,251.0,10300.0,1243.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.363414634146341
NVIDIA GeForce FX 5800 Ultra,GPU,130.0,65.0,199.0,125.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 7870 XT,GPU,28.0,185.0,352.0,4313.0,925.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.267567567567568
AMD Radeon HD 6470M,GPU,40.0,25.0,67.0,370.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce4 Ti 4200,GPU,150.0,65.0,142.0,63.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R7 M350,GPU,28.0,35.0,77.0,950.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD FirePro W7170M,GPU,28.0,100.0,366.0,5000.0,723.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
AMD Radeon R5 M430,GPU,28.0,65.0,56.0,690.0,780.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 380X,GPU,28.0,190.0,366.0,5000.0,970.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.023684210526316
ATI FirePro V5800 DVI,GPU,40.0,74.0,166.0,1040.0,690.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.16891891891892
NVIDIA GeForce 410M,GPU,40.0,12.0,79.0,292.0,574.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,142.875
NVIDIA GeForce 8600M GT,GPU,80.0,20.0,169.0,289.0,475.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
NVIDIA Quadro FX 2500M,GPU,90.0,45.0,196.0,278.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA Quadro4 500 Go GL,GPU,150.0,65.0,65.0,29.0,220.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Instinct MI8,GPU,28.0,175.0,596.0,8900.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.797142857142857
NVIDIA GeForce GT 130 Mac Edition,GPU,55.0,75.0,196.0,505.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
AMD Radeon RX 580 2048SP,GPU,14.0,150.0,232.0,5700.0,1168.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
Intel UHD Graphics G4,GPU,10.0,15.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon RX 570 Mobile,GPU,14.0,85.0,232.0,5700.0,926.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,20.17058823529412
AMD Radeon R9 M295X Mac Edition,GPU,28.0,250.0,366.0,5000.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
NVIDIA Quadro4 580 XGL,GPU,150.0,65.0,65.0,29.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro2 Go,GPU,180.0,65.0,64.0,20.0,143.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX 5500 OEM,GPU,7.0,110.0,158.0,6400.0,1500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
NVIDIA GeForce GTX 660 Rev. 2,GPU,28.0,140.0,294.0,3540.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,12.246428571428572
NVIDIA Quadro K420,GPU,28.0,41.0,118.0,1270.0,876.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,41.81707317073171
NVIDIA GeForce 9500 GT Rev. 3,GPU,55.0,50.0,121.0,314.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce2 MX 200,GPU,180.0,65.0,64.0,20.0,175.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 3870,GPU,55.0,106.0,192.0,666.0,777.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,16.17452830188679
NVIDIA GeForce GTX 1050 3 GB,GPU,14.0,75.0,132.0,3300.0,1392.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce4 Ti 4800,GPU,150.0,65.0,101.0,36.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 8400 GS Rev. 2,GPU,65.0,25.0,86.0,210.0,567.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
ATI Radeon HD 4850 X2,GPU,55.0,250.0,256.0,956.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
NVIDIA GeForce 7050 + nForce 610i,GPU,90.0,65.0,81.0,112.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel i852GM Graphics,GPU,130.0,65.0,148.0,624.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro NVS 280 PCI,GPU,150.0,13.0,91.0,45.0,275.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,131.8846153846154
Intel Iris Xe Graphics G7 80EU,GPU,10.0,15.0,146.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon R9 M270X,GPU,28.0,65.0,123.0,1500.0,725.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro Vega 20,GPU,14.0,100.0,148.0,624.0,815.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
Intel UHD Graphics 630,GPU,14.0,15.0,148.0,624.0,350.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
ATI All-In-Wonder Radeon 7200,GPU,180.0,65.0,111.0,30.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 8700M GT,GPU,80.0,29.0,169.0,289.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,59.12068965517241
Intel HD Graphics 5000,GPU,22.0,30.0,181.0,1300.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
NVIDIA Quadro P2000,GPU,16.0,75.0,200.0,4400.0,1076.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
AMD Radeon Pro WX 4170 Mobile,GPU,14.0,50.0,123.0,3000.0,1002.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce 9600 GS OEM,GPU,65.0,65.0,240.0,505.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTX 560 OEM,GPU,40.0,150.0,520.0,3000.0,552.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
NVIDIA Quadro M4000M,GPU,28.0,100.0,398.0,5200.0,975.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
ATI FirePro M7820,GPU,40.0,50.0,166.0,1040.0,700.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce GT 1010,GPU,14.0,30.0,74.0,1800.0,1228.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
ATI Radeon HD 3200 IGP,GPU,65.0,65.0,85.0,180.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R7 M440,GPU,28.0,65.0,125.0,1550.0,891.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon IGP 340M,GPU,180.0,65.0,73.0,30.0,183.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 7800 GS 24Pipes AGP,GPU,110.0,75.0,333.0,302.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
AMD Radeon R7 340 OEM,GPU,28.0,50.0,77.0,950.0,730.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon HD 7750,GPU,28.0,55.0,123.0,1500.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
NVIDIA GeForce 7800 GT,GPU,110.0,65.0,333.0,302.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce 840A,GPU,28.0,33.0,148.0,624.0,1029.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
NVIDIA Quadro GP100,GPU,16.0,235.0,610.0,15300.0,1304.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.2957446808510635
ATI Radeon HD 5530,GPU,40.0,19.0,59.0,292.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,90.23684210526316
NVIDIA GeForce FX 5200 Ultra Mac Edition,GPU,150.0,65.0,124.0,45.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Tesla M60,GPU,28.0,300.0,398.0,5200.0,557.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
ATI Xbox 360 E GPU,GPU,45.0,120.0,168.0,372.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,14.2875
NVIDIA GeForce PCX 5750,GPU,130.0,50.0,125.0,82.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
NVIDIA GeForce 9400 GT Rev. 3,GPU,40.0,50.0,57.0,260.0,589.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon Graphics 448SP,GPU,7.0,15.0,156.0,9800.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA Quadro FX 1000,GPU,130.0,65.0,199.0,125.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R5 A330,GPU,28.0,65.0,56.0,690.0,1030.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon 9550,GPU,130.0,65.0,76.0,60.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro K510M,GPU,28.0,30.0,87.0,1020.0,889.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
AMD Radeon HD 8740 OEM,GPU,28.0,55.0,123.0,1500.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,31.172727272727272
NVIDIA GeForce 6800 Ultra,GPU,130.0,81.0,287.0,222.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.166666666666668
AMD Radeon HD 8370D IGP,GPU,32.0,65.0,246.0,1303.0,760.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 370 LP,GPU,65.0,25.0,86.0,210.0,540.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce 7150 + nForce 630i,GPU,90.0,65.0,81.0,112.0,630.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 8670A,GPU,28.0,45.0,56.0,690.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GeForce GT 740A,GPU,28.0,33.0,87.0,1020.0,980.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,51.95454545454545
AMD Radeon HD 6950,GPU,40.0,200.0,389.0,2640.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,8.5725
ATI Fire GL3,GPU,40.0,65.0,156.0,624.0,120.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon DDR,GPU,180.0,23.0,115.0,30.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,74.54347826086956
NVIDIA Tesla K40m,GPU,28.0,245.0,561.0,7080.0,745.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.997959183673469
NVIDIA GeForce RTX 2070 SUPER Max-Q,GPU,12.0,80.0,545.0,13600.0,930.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,21.43125
NVIDIA GeForce 510 OEM,GPU,40.0,25.0,79.0,292.0,523.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA Quadro 5000 SDI,GPU,40.0,172.0,529.0,3100.0,513.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,9.968023255813954
AMD Radeon HD 7660G IGP,GPU,32.0,35.0,246.0,1303.0,686.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce G105M,GPU,40.0,14.0,57.0,260.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,122.46428571428571
NVIDIA Tesla P100 PCIe 16 GB,GPU,16.0,250.0,610.0,15300.0,1190.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
ATI Radeon HD 4730 OEM,GPU,55.0,110.0,192.0,666.0,669.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
ATI FirePro V5800,GPU,40.0,74.0,166.0,1040.0,690.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,23.16891891891892
NVIDIA GeForce GT 745M,GPU,28.0,45.0,118.0,1270.0,837.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD FirePro 2270,GPU,40.0,15.0,59.0,292.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
3dfx Voodoo5 5000 PCI,GPU,250.0,30.0,112.0,14.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
AMD Radeon R5 M230 Rebrand,GPU,28.0,65.0,56.0,690.0,750.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce FX 5100,GPU,150.0,65.0,124.0,45.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel i830M Graphics,GPU,150.0,65.0,148.0,624.0,166.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro P2000 Mobile,GPU,16.0,75.0,200.0,4400.0,1291.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce Go 6100 + nForce Go 430,GPU,90.0,65.0,148.0,624.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
Intel GMA,GPU,32.0,65.0,148.0,624.0,533.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 4800 Mac Edition,GPU,55.0,150.0,470.0,1400.0,602.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,11.43
NVIDIA GeForce GTX 570,GPU,40.0,219.0,520.0,3000.0,732.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.828767123287672
NVIDIA GeForce 845M,GPU,28.0,45.0,148.0,1870.0,863.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
NVIDIA GeForce GTX 295,GPU,40.0,289.0,470.0,1400.0,576.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.932525951557094
AMD Radeon HD 6450A,GPU,40.0,25.0,67.0,370.0,625.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,68.58
NVIDIA GeForce GT 320M,GPU,55.0,14.0,121.0,314.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,122.46428571428571
NVIDIA GeForce 7950 GX2,GPU,90.0,110.0,196.0,278.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,15.586363636363636
NVIDIA GeForce GTX 460 X2,GPU,40.0,160.0,332.0,1950.0,701.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,10.715625
ATI Mobility Radeon HD 4830,GPU,40.0,65.0,137.0,826.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Vega 6 Mobile,GPU,14.0,15.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce 8600M GS,GPU,80.0,20.0,127.0,210.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
ATI Wii GPU,GPU,90.0,45.0,95.0,107.0,243.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
AMD Radeon HD 7670M Rebrand,GPU,40.0,20.0,104.0,716.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
AMD Radeon HD 6970M Mac Edition,GPU,40.0,75.0,212.0,1700.0,680.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
ATI Mobility Radeon X200 IGP,GPU,110.0,65.0,74.0,107.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 2600 XT AGP,GPU,55.0,45.0,135.0,378.0,722.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,38.1
ATI Mobility Radeon HD 3670,GPU,55.0,30.0,135.0,378.0,680.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,57.15
NVIDIA GeForce GT 520,GPU,40.0,29.0,79.0,292.0,810.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,59.12068965517241
AMD FirePro M6100,GPU,28.0,65.0,160.0,2080.0,1075.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon R9 M380 Mac Edition,GPU,28.0,65.0,160.0,2080.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Pro WX 8200,GPU,14.0,230.0,495.0,12500.0,1200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,7.4543478260869565
NVIDIA Quadro FX 1800,GPU,65.0,59.0,240.0,505.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,29.059322033898304
ATI Radeon X1650,GPU,90.0,65.0,150.0,157.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce FX Go5650,GPU,130.0,65.0,121.0,80.0,325.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 2600 PRO AGP,GPU,65.0,35.0,153.0,390.0,594.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
AMD Radeon HD 8280 Mobile IGP,GPU,28.0,15.0,110.0,1178.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD Radeon Pro 555,GPU,14.0,75.0,123.0,3000.0,850.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
ATI Radeon Xpress 1150 IGP,GPU,110.0,65.0,73.0,624.0,400.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 5630,GPU,40.0,39.0,104.0,627.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,43.96153846153846
ATI Radeon X1550,GPU,90.0,27.0,100.0,107.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,63.5
AMD Radeon HD 6290,GPU,40.0,19.0,59.0,292.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,90.23684210526316
AMD Radeon E9260 MXM,GPU,14.0,50.0,123.0,3000.0,1090.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,34.29
AMD Radeon R5 M230,GPU,28.0,65.0,56.0,690.0,825.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon HD 8550M,GPU,28.0,65.0,56.0,690.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GTX 690,GPU,28.0,300.0,294.0,3540.0,915.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
Intel HD Graphics 615,GPU,14.0,5.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,342.9
AMD Radeon HD 6450M,GPU,40.0,65.0,67.0,370.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce FX Go5250,GPU,150.0,65.0,124.0,45.0,250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce GT 710 OEM,GPU,28.0,65.0,87.0,1020.0,797.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 4580,GPU,55.0,65.0,135.0,378.0,796.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Zhongshan Subor Z+ GPU,GPU,14.0,100.0,397.0,624.0,1300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
AMD Radeon E9560 PCIe,GPU,14.0,130.0,232.0,5700.0,1120.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,13.188461538461539
AMD Radeon Pro Vega 64X,GPU,14.0,250.0,495.0,12500.0,1250.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
Intel HD Graphics 515,GPU,14.0,15.0,123.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA GeForce4 Go 4200,GPU,150.0,65.0,101.0,36.0,200.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon Vega 10 Mobile,GPU,14.0,15.0,210.0,4940.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
AMD FirePro W5130M,GPU,28.0,65.0,123.0,1500.0,900.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
AMD Radeon RX 580 Mobile,GPU,14.0,100.0,232.0,5700.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,17.145
NVIDIA Quadro Plex 7000,GPU,40.0,600.0,520.0,3000.0,574.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,2.8575
ATI Mobility FireGL T2e,GPU,130.0,65.0,92.0,76.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA Quadro FX 580,GPU,55.0,40.0,121.0,314.0,450.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,42.8625
AMD Radeon HD 6510,GPU,40.0,39.0,118.0,716.0,650.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,43.96153846153846
AMD Radeon R7 M350,GPU,28.0,65.0,125.0,1550.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
NVIDIA GeForce Go 6150 + nForce Go 430,GPU,90.0,65.0,148.0,624.0,425.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,26.376923076923077
ATI Radeon HD 4350 PCI,GPU,55.0,20.0,73.0,242.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,85.725
AMD Radeon HD 6970M Rebrand,GPU,40.0,75.0,166.0,1040.0,800.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA Quadro4 400 NVS PCI,GPU,150.0,18.0,65.0,29.0,220.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,95.25
NVIDIA Quadro P520 Mobile,GPU,14.0,18.0,74.0,1800.0,1303.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,95.25
Intel UHD Graphics G1,GPU,10.0,15.0,148.0,624.0,300.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
NVIDIA Quadro K2000D,GPU,28.0,51.0,118.0,1270.0,954.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,33.61764705882353
NVIDIA GeForce GTS 260M,GPU,40.0,38.0,144.0,727.0,550.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,45.11842105263158
AMD Radeon Instinct MI100,GPU,7.0,300.0,750.0,50000.0,1000.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,5.715
ATI FireGL V5200,GPU,90.0,35.0,150.0,157.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,48.98571428571429
NVIDIA GeForce 9800M GTS,GPU,65.0,75.0,240.0,505.0,600.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce GTX 780 Ti,GPU,28.0,250.0,561.0,7080.0,875.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
ATI Radeon X1950 GT,GPU,80.0,57.0,230.0,330.0,500.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,30.07894736842105
NVIDIA Tesla V100 DGXS 32 GB,GPU,12.0,250.0,815.0,21100.0,1297.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,6.858
AMD Radeon R9 M390X,GPU,28.0,75.0,366.0,5000.0,723.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,22.86
NVIDIA GeForce 810A,GPU,28.0,15.0,87.0,1020.0,719.0,1714.5,15.04,1100.5,7.77,65.0,,2.0,114.3
